117,3,2,57,2,1,0,2
118,2,1,73,2,1,1,1
119,1,1,70,0,0,0,1
120,0,1,37,0,0,0,0
121,2,4,90,2,1,1,1
122,2,5,126,0,0,1,2
123,2,2,102,2,0,0,1
124,2,6,128,0,0,0,2
125,1,4,117,1,0,1,0
126,3,4,118,1,1,0,2
127,0,6,41,0,0,0,0
128,2,3,116,1,0,0,2
129,3,6,89,2,1,1,0
130,1,5,81,0,1,1,1
131,2,1,100,1,0,1,2
132,1,2,126,0,1,1,1
133,1,1,87,0,0,0,0
134,1,6,53,2,1,0,0
135,3,5,104,0,0,0,0
136,3,5,80,2,1,1,0
137,1,4,73,2,1,0,0
138,3,3,22,1,0,1,0
139,1,4,119,1,1,0,0
140,3,6,126,2,0,1,2
141,3,1,47,1,0,1,0
142,3,2,105,1,1,1,0
143,3,1,68,0,0,0,2
144,3,4,111,2,1,0,1
145,0,1,59,0,0,0,0
146,0,5,49,0,0,0,0
147,3,6,76,0,0,0,2
148,0,3,64,0,0,0,0
149,2,4,38,0,1,1,0
150,1,2,49,1,1,1,2
151,2,4,105,0,0,0,0
152,0,5,20,0,0,0,0
153,3,1,42,1,1,0,2
154,0,4,64,0,0,0,0
155,0,6,37,0,0,0,0
156,2,4,101,0,0,0,2
157,1,6,62,1,1,0,1
158,3,1,75,1,1,1,1
159,1,4,68,0,0,0,0
160,1,6,81,0,1,0,2
161,3,6,46,2,0,1,0
162,1,6,48,2,0,1,0
163,3,2,95,0,0,0,1
164,2,4,46,2,0,1,1
165,1,4,53,0,0,0,1
166,3,4,91,2,1,1,2
167,0,5,22,0,0,0,0
168,2,5,73,2,1,1,1
169,2,2,86,0,1,0,0
170,2,4,38,0,1,0,1
171,3,5,88,0,0,1,1
172,2,4,120,1,1,1,1
173,1,5,84,1,0,1,2
174,1,6,92,0,0,0,0
175,2,1,64,1,0,1,2
176,0,4,62,0,0,0,0
177,1,3,100,0,0,0,0
178,3,1,119,2,1,1,1
179,1,4,71,0,0,0,0
180,3,5,70,2,0,0,2
181,2,4,95,0,1,0,0
182,2,6,67,1,0,0,2
183,0,2,46,0,0,0,0
184,1,3,46,1,0,0,2
185,3,4,67,2,1,1,0
186,0,4,60,0,0,0,0
187,1,2,17,0,1,0,1
188,2,2,122,1,0,1,1
189,1,6,69,2,0,0,1
190,1,5,121,0,0,0,0
191,0,3,34,0,0,0,0
192,2,3,117,0,0,0,0
193,3,5,20,0,0,1,0
194,2,4,94,0,0,0,0
195,1,1,77,0,1,0,2
196,3,6,44,2,1,1,1
197,3,3,84,0,0,0,0
198,1,3,116,0,1,1,1
199,1,5,95,1,0,0,1
200,1,3,57,0,0,0,0
201,1,2,89,1,0,0,1
202,1,1,111,1,0,0,0
203,2,6,74,1,0,1,2
204,3,3,42,0,1,1,1
205,1,6,30,0,1,0,2
206,2,3,63,2,1,1,0
207,0,6,51,0,0,0,0
208,1,5,48,2,0,1,1
209,1,3,18,2,0,1,0
210,3,6,40,1,1,0,0
211,0,5,64,0,0,0,0
212,1,1,58,1,0,1,2
213,0,1,43,0,0,0,0
214,2,5,42,1,1,1,2
215,3,4,112,0,0,0,2
216,3,1,117,0,1,1,0
217,2,4,34,2,1,0,0
218,3,2,26,1,1,0,2
219,2,6,68,2,0,0,1
220,0,3,32,0,0,0,0
221,1,5,108,0,0,0,0
222,2,5,115,0,0,0,0
223,2,4,45,1,1,0,1
224,3,3,26,2,1,0,0
225,1,5,97,0,0,0,0
226,0,6,24,0,0,0,0
227,1,4,114,2,1,0,1
228,1,1,19,2,1,1,0
229,2,5,112,0,1,0,0
230,3,1,126,1,0,1,0
231,2,1,123,2,1,1,1
232,3,6,68,0,0,0,0
233,3,4,79,0,0,1,0
234,0,1,46,0,0,0,0
235,3,1,95,0,0,0,0
236,3,4,91,1,0,1,2
237,1,1,95,0,0,0,0
238,2,6,128,0,1,0,2
239,3,4,113,2,1,0,1
240,3,4,27,0,0,1,1
241,3,4,77,2,0,0,1
242,0,1,12,0,0,0,0
243,2,2,53,2,1,1,0
244,3,6,95,0,0,0,0
245,3,3,78,2,0,1,2
246,1,2,74,2,0,0,2
247,3,1,126,0,0,1,2
248,3,6,87,0,1,1,0
249,1,5,120,0,0,0,2
250,1,4,37,1,0,0,0
251,2,5,43,0,0,1,1
252,1,2,104,0,0,0,0
253,1,1,99,1,1,1,2
254,3,5,21,1,1,0,2
255,0,6,64,0,0,0,0
256,3,3,79,0,0,1,2
257,1,5,119,1,1,0,1
258,3,3,16,0,0,0,2
259,3,6,65,0,0,0,0
260,2,6,58,1,1,0,0
261,1,2,94,0,1,1,0
262,2,6,87,0,0,0,0
263,1,1,122,0,0,0,0
264,2,1,94,1,1,1,1
265,3,2,96,0,1,1,1
266,1,5,16,1,0,1,2
267,3,1,82,0,0,0,1
268,3,5,88,2,1,0,1
269,3,5,116,0,1,1,1
270,3,6,68,1,1,0,0
271,3,2,82,0,1,1,0
272,1,4,47,1,0,0,1
273,2,1,16,1,0,1,1
274,2,3,79,2,1,0,2
275,3,5,34,0,1,0,1
276,2,1,45,2,0,0,0
277,2,2,82,0,0,0,0
278,2,3,104,1,1,1,2
279,2,2,44,1,1,0,2
280,1,4,19,1,1,0,1
281,0,5,24,0,0,0,0
282,1,1,43,2,0,0,0
283,1,4,96,0,0,0,0
284,1,5,104,0,0,1,2
285,2,6,119,1,0,0,2
286,1,6,113,0,0,1,1
287,2,4,43,2,0,0,1
288,2,1,127,0,0,1,2
289,3,3,32,2,0,1,2
290,0,6,31,0,0,0,0
291,2,6,40,2,1,1,2
292,2,1,118,0,0,0,2
293,1,4,52,1,0,1,0
294,0,1,45,0,0,0,0
295,3,4,80,1,0,0,2
296,2,2,95,0,1,0,0
297,3,2,98,1,0,0,2
298,1,5,88,2,0,1,2
299,3,5,113,1,0,0,1
300,2,1,85,0,1,1,2
301,3,3,55,0,0,0,2
302,1,4,46,1,1,0,0
303,1,2,40,1,1,0,0
304,3,1,35,0,0,0,1
305,3,5,100,0,0,0,0
306,2,6,55,0,0,0,1
307,1,3,52,0,1,0,2
308,2,5,119,0,0,0,0
309,1,3,119,0,0,0,0
310,2,1,66,1,0,0,0
311,3,5,78,0,0,0,0
312,2,5,24,0,1,0,0
313,3,4,121,2,0,0,0
314,1,6,101,0,0,0,0
315,0,2,21,0,0,0,0
316,2,3,46,2,0,0,1
317,0,3,64,0,0,0,0
318,1,6,118,0,0,0,1
319,3,5,56,0,1,0,2
320,3,5,43,1,0,0,0
321,1,3,54,1,0,0,2
322,3,2,63,0,1,1,1
323,0,5,57,0,0,0,0
324,1,3,26,1,1,1,1
325,1,1,30,1,1,0,2
326,1,4,66,0,0,0,1
327,1,6,28,1,0,0,1
328,3,4,37,2,0,1,0
329,1,2,41,1,1,1,2
330,3,2,71,0,1,1,0
331,3,6,110,0,1,0,2
332,3,6,65,0,1,0,1
333,1,1,108,0,0,0,0
334,1,2,88,2,1,0,1
335,1,3,56,1,0,0,0
336,2,4,21,1,1,0,0
337,1,3,64,2,1,1,2
338,2,5,49,0,1,0,0
339,3,2,113,0,0,0,0
340,3,2,113,2,0,0,0
341,3,6,52,0,0,0,2
342,2,3,101,1,1,0,2
343,2,1,54,1,1,1,0
344,3,4,81,1,1,1,2
345,1,6,106,1,0,1,2
346,2,3,95,0,0,0,0
347,1,3,117,0,0,0,0
348,3,1,57,2,1,0,2
349,2,3,35,0,0,0,2
350,2,2,44,1,1,0,0
351,3,6,113,2,0,0,1
352,1,3,114,0,0,0,0
353,1,6,104,2,1,0,1
354,1,2,48,2,1,0,2
355,1,4,89,2,1,0,2
356,0,3,49,0,0,0,0
357,2,1,83,1,0,0,0
358,3,2,93,2,1,0,0
359,1,1,39,2,0,0,1
360,3,6,77,2,0,0,0
361,2,6,55,0,0,0,2
362,3,5,54,1,0,0,1
363,1,4,25,1,0,0,2
364,1,6,61,1,0,1,0
365,0,1,64,0,0,0,0
366,2,2,24,0,1,0,0
367,2,6,88,0,1,0,1
368,2,4,88,2,0,1,0
369,0,1,25,0,0,0,0
370,2,1,39,2,0,1,2
371,2,6,94,1,0,0,2
372,2,3,87,0,0,0,0
373,3,4,69,2,0,0,0
374,3,5,53,0,0,0,1
375,3,6,42,0,1,0,2
376,1,4,72,0,0,1,0
377,2,6,55,1,1,1,2
378,3,3,112,1,1,0,2
379,1,5,93,2,0,0,0
380,3,5,109,2,1,0,2
381,0,5,20,0,0,0,0
382,1,6,42,1,0,0,1
383,1,3,67,2,0,0,1
384,2,6,86,0,1,1,2
385,2,5,78,2,1,0,2
386,0,1,50,0,0,0,0
387,1,2,64,1,0,0,1
388,0,2,64,0,0,0,0
389,1,2,112,0,0,1,1
390,3,4,111,0,0,0,0
391,1,5,55,0,0,1,1
392,1,6,96,2,1,1,1
393,1,2,104,2,1,1,0
394,2,6,85,0,0,0,0
395,1,5,55,0,0,0,1
396,1,5,77,0,0,1,1
397,1,6,56,0,1,1,2
398,1,1,121,0,0,0,0
399,3,2,31,2,1,1,2
400,3,4,86,0,0,0,0
401,1,6,115,1,1,0,2
402,0,1,28,0,0,0,0
403,0,5,25,0,0,0,0
404,2,6,88,0,0,1,0
405,1,1,25,1,1,0,0
406,3,6,61,0,1,0,0
407,2,2,63,1,1,0,2
408,1,2,95,1,0,0,1
409,0,4,34,0,0,0,0
410,2,5,51,0,1,1,2
411,3,5,92,1,0,1,2
412,3,5,38,0,1,1,1
413,3,6,66,0,0,0,0
414,1,1,96,0,1,1,1
415,0,1,63,0,0,0,0
416,3,5,86,0,0,0,0
417,2,2,112,0,0,0,0
418,1,6,123,0,0,0,0
419,2,3,124,1,0,0,0
420,1,5,81,0,1,1,0
421,3,1,33,0,0,1,1
422,2,1,59,2,1,0,2
423,2,1,71,0,1,1,1
424,3,3,111,1,0,1,1
425,2,2,109,2,1,1,0
426,2,5,123,2,0,0,0
427,1,2,29,1,1,1,2
428,0,2,23,0,0,0,0
429,1,2,17,1,0,0,0
430,1,6,88,2,1,1,2
431,0,3,42,0,0,0,0
432,2,2,55,2,0,1,1
433,3,5,42,1,0,1,0
434,3,3,122,0,0,0,1
435,2,3,31,2,0,1,2
436,3,5,124,2,0,1,1
437,2,1,39,0,1,1,2
438,0,2,36,0,0,0,0
439,1,6,106,1,0,1,2
440,0,2,64,0,0,0,0
441,1,6,105,0,0,0,0
442,3,3,116,2,1,0,2
443,2,5,91,1,0,0,0
444,1,3,51,2,1,1,1
445,0,3,51,0,0,0,0
446,1,2,110,0,0,1,1
447,3,6,67,1,1,1,1
448,1,6,119,2,0,0,1
449,1,4,42,2,0,1,1
450,3,3,21,2,0,1,0
451,1,4,81,1,1,1,0
452,1,5,107,0,1,0,0
453,1,6,42,2,0,0,1
454,1,3,125,0,0,0,0
455,3,1,52,0,1,1,1
456,1,5,67,0,1,1,1
457,0,1,49,0,0,0,0
458,3,5,62,2,0,1,2
459,2,1,26,0,0,1,0
460,0,4,57,0,0,0,0
461,3,2,35,0,1,1,1
462,1,6,54,2,1,0,0
463,0,2,41,0,0,0,0
464,3,3,50,1,0,1,0
465,2,1,60,2,0,1,2
466,0,6,29,0,0,0,0
467,0,4,25,0,0,0,0
468,1,3,117,1,0,0,2
469,3,5,40,2,1,0,0
470,3,2,51,2,1,0,0
471,1,2,62,2,1,0,1
472,1,6,86,2,1,0,0
473,2,6,94,0,0,0,0
474,3,4,78,0,0,0,0
475,0,5,64,0,0,0,0
476,1,6,49,0,0,1,2
477,3,5,70,1,1,0,2
478,3,5,46,2,0,0,1
479,1,3,48,2,0,0,2
480,3,2,96,1,0,0,1
481,0,1,49,0,0,0,0
482,2,5,115,0,0,1,1
483,0,5,32,0,0,0,0
484,3,4,97,0,0,0,2
485,2,2,68,0,0,0,0
486,0,4,23,0,0,0,0
487,1,1,117,0,1,1,1
488,1,6,31,1,0,0,1
489,3,2,90,0,0,1,1
490,3,5,55,1,1,1,2
491,3,5,68,1,1,0,1
492,2,6,26,2,1,1,2
493,0,4,55,0,0,0,0
494,1,3,26,2,1,0,1
495,1,3,95,2,1,0,2
496,2,3,69,2,1,1,1
497,3,4,99,2,1,1,1
498,0,5,36,0,0,0,0
499,1,1,49,0,1,0,1
500,3,4,91,2,0,1,2
501,0,1,64,0,0,0,0
502,2,6,50,2,1,0,0
503,1,4,42,0,0,1,0
504,1,4,26,0,1,0,0
505,2,2,93,0,0,0,0
506,2,5,102,2,1,0,1
507,2,6,104,0,0,0,0
508,2,6,96,2,1,1,1
509,0,3,50,0,0,0,0
510,3,2,122,0,0,0,0
511,0,4,46,0,0,0,0
512,3,4,109,0,1,1,1
513,0,6,64,0,0,0,0
514,1,4,70,0,0,0,0
515,2,6,40,1,0,0,2
516,0,3,54,0,0,0,0
517,3,5,38,0,1,1,0
518,2,6,56,0,0,1,0
519,1,6,78,1,0,1,1
520,2,2,64,0,1,0,1
521,1,6,97,0,0,1,1
522,3,6,18,2,0,1,2
523,3,5,64,2,1,1,0
524,0,6,36,0,0,0,0
525,3,6,63,2,0,1,1
526,3,2,48,0,1,1,0
527,3,5,87,0,1,0,2
528,0,6,64,0,0,0,0
529,3,5,98,0,0,0,0
530,2,6,66,1,1,0,2
531,1,4,69,1,0,1,1
532,1,3,16,0,0,0,2
533,0,2,37,0,0,0,0
534,0,2,46,0,0,0,0
535,2,6,106,0,1,1,0
536,1,2,24,2,0,0,1
537,1,6,53,1,0,1,1
538,3,3,18,2,0,0,1
539,1,1,83,1,1,1,1
540,2,5,64,2,1,0,2
541,2,6,37,1,1,0,2
542,2,5,99,0,1,0,0
543,3,6,44,1,1,0,2
544,2,4,124,1,0,1,0
545,2,3,99,1,0,1,0
546,3,3,95,0,0,0,0
547,2,3,27,1,1,1,1
548,1,6,79,0,1,0,0
549,1,2,100,0,1,0,2
550,1,4,19,1,0,0,0
551,3,5,70,0,0,0,2
552,3,5,125,0,0,0,0
553,1,5,83,1,1,0,0
554,0,3,59,0,0,0,0
555,0,3,64,0,0,0,0
556,2,4,98,1,0,1,1
557,1,2,74,2,1,0,0
558,3,5,101,0,1,1,0
559,3,2,41,0,0,0,1
560,1,5,66,1,1,1,2
561,1,6,40,0,0,0,1
562,2,5,80,1,0,1,0
563,3,4,98,2,0,0,1
564,3,6,70,0,0,1,2
565,2,5,50,0,1,0,2
566,3,2,87,1,1,0,1
567,1,6,99,0,0,1,2
568,2,6,47,1,1,1,1
569,3,1,122,1,0,0,0
570,2,6,38,0,1,1,0
571,2,4,113,0,1,1,2
572,1,3,49,0,0,0,0
573,3,5,49,2,1,0,2
574,3,4,105,1,0,0,1
575,1,1,113,0,0,1,0
576,1,2,86,1,0,0,2
577,2,3,81,2,0,0,1
578,2,2,36,2,0,1,0
579,3,5,104,0,0,0,0
580,0,1,31,0,0,0,0
581,3,1,40,2,0,0,2
582,1,2,84,1,1,1,2
583,2,6,31,2,0,0,2
584,3,2,104,0,0,0,0
585,1,3,51,1,0,0,0
586,1,6,84,2,0,1,2
587,1,6,100,2,0,0,0
588,1,6,76,2,1,1,1
589,2,6,72,1,0,1,1
590,3,5,113,0,0,1,0
591,2,6,82,1,0,0,2
592,1,4,100,1,0,0,2
593,3,5,94,2,1,0,0
594,3,1,93,2,1,0,0
595,2,4,70,2,0,1,2
596,0,4,56,0,0,0,0
597,0,2,47,0,0,0,0
598,3,2,16,0,1,0,2
599,2,6,19,0,0,0,1
600,1,4,45,1,1,0,0
601,1,6,84,0,0,0,2
602,1,1,80,0,1,1,0
603,1,5,120,0,0,1,2
604,2,5,101,1,0,0,0
605,2,3,112,1,1,1,0
606,3,5,50,1,0,1,1
607,3,5,100,1,1,1,1
608,2,6,54,1,1,1,2
609,2,5,38,2,1,1,0
610,2,1,114,0,0,0,0
611,1,3,124,2,0,1,2
612,2,1,101,0,0,1,1
613,2,4,106,1,0,1,2
614,1,5,29,0,0,0,0
615,1,1,18,0,1,1,2
616,3,2,59,0,0,1,2
617,1,6,92,0,0,0,1
618,1,1,54,0,1,0,2
619,0,3,64,0,0,0,0
620,2,6,80,2,0,0,0
621,1,5,96,0,0,0,0
622,1,2,107,1,1,0,2
623,1,4,116,0,0,0,2
624,3,3,38,2,0,1,2
625,3,4,107,0,0,0,0
626,3,5,113,0,0,0,0
627,1,2,89,2,0,0,0
628,0,2,34,0,0,0,0
629,0,5,63,0,0,0,0
630,3,6,106,1,1,0,0
631,1,3,101,2,1,1,1
632,3,4,90,1,0,0,1
633,2,2,128,1,0,0,1
634,1,4,99,2,1,0,2
635,3,4,38,2,1,0,2
636,3,4,89,1,0,1,1
637,2,1,56,1,1,1,0
638,0,4,63,0,0,0,0
639,3,3,80,2,0,1,0
640,0,2,64,0,0,0,0
641,1,2,74,2,0,1,2
642,3,4,16,0,0,0,2
643,2,5,126,2,1,1,0
644,2,1,41,0,1,1,1
645,1,3,66,0,0,1,0
646,2,5,84,0,0,0,0
647,2,3,115,2,0,0,1
648,0,5,20,0,0,0,0
649,2,3,70,2,0,1,1
650,1,6,31,1,1,1,1
651,2,3,43,1,0,0,1
652,2,4,104,2,1,1,1
653,3,2,117,0,0,0,0
654,3,1,34,0,1,0,1
655,1,6,107,1,1,0,0
656,1,3,59,2,0,0,0
657,2,5,89,0,1,0,0
658,3,1,92,1,0,0,1
659,3,4,84,0,0,0,1
660,3,1,104,1,0,0,2
661,3,2,73,1,1,1,0
662,2,5,77,2,1,1,0
663,3,6,70,0,0,0,0
664,1,5,64,0,0,0,1
665,0,3,64,0,0,0,0
666,2,5,128,0,0,1,0
667,1,3,42,1,1,1,2
668,1,4,118,2,1,1,1
669,3,5,105,0,0,0,0
670,1,4,58,0,1,1,1
671,3,5,44,2,1,0,1
672,3,1,80,2,0,0,1
673,3,5,81,1,0,0,0
674,2,3,77,1,1,1,0
675,1,6,80,1,0,1,2
676,0,3,64,0,0,0,0
677,2,6,74,0,0,0,0
678,1,3,40,0,0,0,0
679,0,1,56,0,0,0,0
680,3,5,84,2,1,1,0
681,2,5,92,2,0,0,1
682,1,1,78,0,0,0,0
683,1,3,72,2,1,1,0
684,2,5,68,2,1,1,0
685,3,1,117,1,1,0,2
686,2,5,80,0,0,1,1
687,1,3,60,1,1,0,1
688,1,4,87,0,1,1,1
689,1,4,92,2,1,1,1
690,1,5,64,0,1,0,2
691,0,2,64,0,0,0,0
692,3,6,32,1,0,1,1
693,0,1,44,0,0,0,0
694,2,2,84,0,1,0,0
695,1,5,108,0,1,0,1
696,1,2,124,2,1,0,1
697,1,2,30,2,1,1,2
698,1,3,34,2,1,0,0
699,0,1,63,0,0,0,0
700,3,4,85,0,1,0,2
701,2,3,49,1,1,0,2
702,2,5,110,0,0,0,0
703,2,2,46,1,0,1,0
704,1,3,61,0,0,0,1
705,3,4,84,1,0,1,0
706,1,3,77,1,0,0,2
707,2,6,106,0,0,0,0
708,2,6,126,1,0,0,1
709,1,5,74,1,0,1,0
710,0,1,16,0,0,0,0
711,0,4,32,0,0,0,0
712,0,1,62,0,0,0,0
713,2,2,126,0,0,0,0
714,3,4,55,2,1,0,0
715,1,4,65,1,1,0,2
716,2,6,75,1,1,1,0
717,1,3,71,0,0,0,0
718,2,3,27,0,1,0,1
719,2,1,113,2,0,1,0
720,3,4,106,0,1,0,2
721,2,4,44,2,1,1,1
722,3,1,79,0,1,1,2
723,2,1,108,0,0,0,0
724,1,4,69,2,0,0,0
725,2,5,90,2,0,0,0
726,3,5,86,0,0,0,0
727,3,5,59,1,0,1,2
728,2,4,85,0,0,1,0
729,2,4,52,0,0,1,1
730,2,2,125,0,1,0,0
731,1,5,119,0,0,0,0
732,3,6,92,0,1,0,0
733,1,5,27,0,0,0,0
734,3,2,90,1,1,1,0
735,2,6,84,0,0,0,1
736,1,5,103,2,1,1,2
737,1,1,35,0,0,0,1
738,2,1,73,0,0,0,0
739,1,2,74,1,0,0,2
740,2,1,84,1,1,0,1
741,3,1,90,1,0,0,1
742,3,1,91,2,1,0,0
743,0,5,28,0,0,0,0
744,1,6,39,2,0,1,1
745,2,5,80,2,0,1,0
746,2,3,35,0,1,0,2
747,1,1,100,1,1,1,1
748,1,4,49,1,1,0,2
749,3,4,99,0,0,0,0
750,3,1,46,1,1,1,2
751,3,4,45,1,0,0,0
752,0,1,20,0,0,0,0
753,2,1,110,0,1,1,1
754,0,2,29,0,0,0,0
755,0,5,55,0,0,0,0
756,1,2,33,2,1,1,0
757,0,5,35,0,0,0,0
758,3,6,100,0,1,1,2
759,2,3,76,2,0,1,0
760,1,6,63,2,0,0,2
761,3,6,56,2,0,0,0
762,3,4,70,0,0,0,1
763,1,6,100,0,0,0,0
764,1,6,49,2,1,1,2
765,2,2,72,0,0,1,1
766,3,1,93,2,1,1,2
767,0,3,31,0,0,0,0
768,0,5,16,0,0,0,0
769,1,5,29,2,0,0,1
770,0,4,22,0,0,0,0
771,2,1,118,0,0,1,1
772,3,2,40,1,0,1,2
773,1,4,75,2,1,0,2
774,3,1,87,2,1,1,1
775,2,4,88,1,0,0,0
776,0,6,48,0,0,0,0
777,3,4,110,0,1,1,1
778,2,4,109,1,1,1,2
779,2,6,66,1,1,0,1
780,1,6,48,1,0,1,0
781,0,5,19,0,0,0,0
782,2,3,57,1,1,0,2
783,1,6,89,2,1,0,0
784,0,1,50,0,0,0,0
785,2,1,82,1,0,1,0
786,2,6,95,0,0,0,0
787,2,3,127,1,0,1,0
788,2,4,104,2,0,1,2
789,1,1,88,0,0,0,0
790,3,1,91,1,1,0,0
791,2,4,93,0,0,0,0
792,3,5,76,0,0,0,0
793,3,5,72,0,1,1,0
794,1,4,86,2,0,1,2
795,1,5,85,2,0,0,1
796,3,5,91,0,0,1,1
797,1,1,51,0,0,1,2
798,3,5,43,1,1,0,1
799,1,2,93,2,1,0,0
800,3,3,43,0,0,0,1
801,1,1,93,0,1,1,2
802,1,6,122,1,1,0,2
803,3,4,91,1,0,1,0
804,3,4,41,0,1,1,1
805,0,2,12,0,0,0,0
806,3,5,83,0,0,0,0
807,0,5,10,0,0,0,0
808,1,1,67,2,1,1,0
809,3,6,83,2,1,0,1
810,2,2,100,2,1,0,0
811,0,2,23,0,0,0,0
812,0,3,33,0,0,0,0
813,1,5,25,1,1,0,2
814,0,4,23,0,0,0,0
815,1,3,74,0,0,0,0
816,3,6,91,1,1,1,1
817,3,1,101,2,0,0,2
818,2,3,59,0,1,0,0
819,1,5,45,1,0,0,2
820,2,5,26,2,0,0,1
821,2,1,94,2,1,1,1
822,2,6,108,0,1,1,2
823,0,4,9,0,0,0,0
824,1,1,41,0,0,0,0
825,1,1,70,0,0,1,2
826,2,5,36,2,0,1,1
827,1,3,94,0,1,1,0
828,2,2,63,1,1,0,1
829,0,2,19,0,0,0,0
830,2,6,124,2,0,1,2
831,1,4,118,2,1,1,0
832,3,4,105,1,1,0,2
833,1,4,36,2,1,1,2
834,2,4,116,0,0,0,0
835,2,1,76,1,1,0,0
836,3,5,114,1,1,0,2
837,0,4,63,0,0,0,0
838,3,2,29,1,0,0,0
839,1,5,29,1,0,0,2
840,0,5,2,0,0,0,0
841,2,4,85,1,1,0,1
842,1,3,81,0,0,0,0
843,1,2,101,0,1,1,2
844,2,4,19,0,0,0,0
845,2,5,90,2,0,0,2
846,1,1,24,0,0,0,2
847,2,4,99,1,0,0,2
848,3,3,114,1,0,0,2
849,1,3,21,1,1,0,0
850,2,2,124,0,1,0,2
851,2,6,36,2,1,1,0
852,1,2,52,2,0,0,1
853,1,1,36,1,1,1,1
854,2,1,123,0,1,0,2
855,2,5,21,1,0,0,0
856,3,4,112,0,0,0,0
857,3,5,92,1,1,1,0
858,1,6,62,2,1,1,0
859,3,6,65,0,0,0,0
860,3,6,97,0,0,0,0
861,2,5,75,0,1,0,1
862,1,5,98,2,1,0,2
863,3,3,81,2,0,1,0
864,3,6,44,2,0,0,0
865,0,2,63,0,0,0,0
866,3,3,116,2,1,1,2
867,3,6,73,0,0,1,2
868,1,6,101,2,1,0,1
869,1,3,26,2,1,0,2
870,2,5,16,0,0,1,0
871,0,1,63,0,0,0,0
872,3,4,32,0,0,0,1
873,1,1,34,2,0,0,2
874,1,5,78,0,1,1,0
875,1,4,41,1,1,0,1
